Concessao,Nome,Subestacao_A,Subestacao_B,Hora,Valor_A,Valor_B
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-07 22:00:00,424.5441,-420.0058
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-07 23:00:00,366.531,-362.2057
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 00:00:00,196.7678,-195.7095
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 01:00:00,265.5814,-265.7278
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 02:00:00,267.7817,-264.9329
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 03:00:00,290.0847,-287.5474
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 04:00:00,263.207,-259.5156
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 05:00:00,318.3462,-317.8398
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 06:00:00,256.7535,-254.6495
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 07:00:00,276.1383,-277.0845
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 08:00:00,374.5185,-374.589
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 09:00:00,422.4081,-417.4328
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 10:00:00,578.1152,-575.8185
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 11:00:00,584.4224,-585.0048
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 12:00:00,585.585,-583.3811
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 13:00:00,572.7794,-568.5937
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 14:00:00,505.0409,-502.5524
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 15:00:00,513.7393,-510.5594
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 16:00:00,400.8877,-395.4877
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 17:00:00,345.8453,-343.5274
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 18:00:00,357.1667,-355.0282
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 19:00:00,317.2938,-311.1976
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 20:00:00,342.1006,-341.4669
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 21:00:00,398.9298,-394.6886
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 22:00:00,372.8447,-371.8499
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-08 23:00:00,327.5406,-323.5291
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 00:00:00,212.2071,-209.1016
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 01:00:00,175.0119,-173.5753
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 02:00:00,205.2952,-202.0202
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 03:00:00,76.0216,-74.3003
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 04:00:00,-5.7146,0.0
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 05:00:00,-35.4832,35.8235
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 06:00:00,34.2783,-33.7316
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 07:00:00,162.8076,-163.0165
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 08:00:00,339.2389,-340.2776
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 09:00:00,482.4909,-486.1211
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 10:00:00,580.9482,-580.1119
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 11:00:00,624.9674,-624.3515
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 12:00:00,641.6793,-638.3644
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 13:00:00,622.6474,-618.8369
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 14:00:00,580.5826,-577.1806
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 15:00:00,512.1596,-508.7003
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 16:00:00,512.6337,-508.3997
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 17:00:00,560.2269,-562.3812
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 18:00:00,369.856,-373.4281
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 19:00:00,349.2613,-346.7935
LTT,LT 500KV EMBO/UHNP C2,SE EMBO,SE UHNP,2022-01-09 20:00:00,425.7479,-423.9448
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-07 21:00:00,433.345,-427.6936
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-07 22:00:00,402.1092,-390.4636
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-07 23:00:00,394.3948,-389.7334
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 00:00:00,321.0318,-314.7193
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 01:00:00,372.6225,-365.3707
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 02:00:00,347.3476,-342.4163
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 03:00:00,348.4401,-342.1235
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 04:00:00,353.1767,-347.0617
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 05:00:00,338.697,-333.111
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 06:00:00,315.6774,-309.2537
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 07:00:00,331.169,-325.9096
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 08:00:00,370.2417,-364.7523
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 09:00:00,384.8981,-379.6864
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 10:00:00,405.6026,-402.1798
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 11:00:00,396.3581,-391.4157
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 12:00:00,392.7587,-387.26
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 13:00:00,376.692,-368.1448
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 14:00:00,458.0964,-451.8491
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 15:00:00,435.8618,-430.1641
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 16:00:00,495.2432,-490.0796
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 17:00:00,525.084,-520.4842
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 18:00:00,560.2051,-553.2677
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 19:00:00,585.2041,-576.007
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 20:00:00,612.8682,-604.8403
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 21:00:00,600.2492,-595.0801
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 22:00:00,566.5344,-560.7862
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-08 23:00:00,470.9416,-462.0801
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 00:00:00,360.2265,-357.7911
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 01:00:00,322.5171,-315.6463
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 02:00:00,303.3025,-296.4839
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 03:00:00,285.5092,-279.598
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 04:00:00,270.2363,-263.3609
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 05:00:00,270.1739,-263.4716
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 06:00:00,263.5666,-256.2917
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 07:00:00,268.9234,-263.0978
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 08:00:00,320.7915,-314.6668
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 09:00:00,372.3336,-367.0365
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 10:00:00,384.9317,-380.7759
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 11:00:00,389.7889,-385.7468
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 12:00:00,405.8797,-399.0167
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 13:00:00,400.645,-393.7939
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 14:00:00,370.8555,-361.2999
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 15:00:00,357.5173,-351.5638
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 16:00:00,374.9646,-369.1956
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 17:00:00,425.7851,-418.5136
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 18:00:00,432.6678,-427.22
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 19:00:00,516.0245,-505.8875
LTT,LT 500KV USIM/UHNP,SE USIM,SE UHNP,2022-01-09 20:00:00,543.9725,-534.7708
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-07 21:00:00,289.9415,-284.0645
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-07 22:00:00,283.4321,-278.4647
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-07 23:00:00,237.6801,-234.617
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 00:00:00,53.6315,-54.2015
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 01:00:00,76.9738,-77.3512
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 02:00:00,68.0136,-70.8865
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 03:00:00,97.2561,-98.3259
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 04:00:00,58.0211,-59.4837
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 05:00:00,104.9128,-107.5608
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 06:00:00,34.055,-35.3334
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 07:00:00,60.8146,-64.366
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 08:00:00,171.6013,-172.5151
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 09:00:00,216.9224,-217.8184
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 10:00:00,382.484,-380.4777
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 11:00:00,391.6758,-388.6812
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 12:00:00,382.2627,-377.606
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 13:00:00,363.6537,-360.3776
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 14:00:00,319.749,-317.8226
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 15:00:00,324.0135,-321.46
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 16:00:00,230.5249,-227.9229
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 17:00:00,173.0403,-171.1565
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 18:00:00,164.3139,-158.7363
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 19:00:00,102.5043,-101.7984
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 20:00:00,162.5669,-158.8816
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 21:00:00,236.8836,-234.0849
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 22:00:00,216.3576,-216.5459
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-08 23:00:00,152.5071,-150.6332
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 00:00:00,8.1231,-11.7817
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 01:00:00,-32.4171,28.6127
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 02:00:00,-13.1865,12.1658
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 03:00:00,-147.1058,148.2085
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 04:00:00,-233.4167,236.1432
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 05:00:00,-268.9925,276.0557
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 06:00:00,-168.9624,173.5699
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 07:00:00,-34.8802,31.6164
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 08:00:00,192.3427,-187.8452
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 09:00:00,368.3375,-367.0278
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 10:00:00,461.5281,-457.1958
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 11:00:00,492.1334,-487.9527
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 12:00:00,508.2004,-505.8061
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 13:00:00,497.9561,-493.3218
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 14:00:00,447.9934,-442.3974
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 15:00:00,372.8566,-369.3893
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 16:00:00,378.6496,-368.6978
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 17:00:00,415.2641,-411.5213
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 18:00:00,161.5032,-155.9062
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 19:00:00,125.9197,-120.6823
LTT,LT 500KV UHNP/ES,SE UHNP,SE ES,2022-01-09 20:00:00,227.3189,-222.818
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-07 21:00:00,545.0032,-541.7759
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-07 22:00:00,521.5152,-517.1985
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-07 23:00:00,496.9859,-493.4632
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 00:00:00,453.9871,-447.9322
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 01:00:00,490.2269,-486.8565
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 02:00:00,473.9411,-473.2192
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 03:00:00,465.0929,-464.0404
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 04:00:00,482.0804,-480.8209
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 05:00:00,483.6643,-478.9425
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 06:00:00,466.7748,-465.3943
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 07:00:00,471.6739,-469.8679
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 08:00:00,487.0774,-487.2226
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 09:00:00,504.273,-502.6164
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 10:00:00,518.3002,-516.7908
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 11:00:00,509.3022,-510.0979
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 12:00:00,523.3128,-525.0765
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 13:00:00,516.2828,-517.0795
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 14:00:00,548.1088,-547.5452
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 15:00:00,540.7856,-538.2973
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 16:00:00,569.1183,-565.7929
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 17:00:00,595.9662,-588.391
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 18:00:00,647.241,-641.7087
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 19:00:00,683.7677,-680.7211
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 20:00:00,667.4248,-662.5256
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 21:00:00,643.4396,-639.6702
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 22:00:00,606.5519,-604.4601
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-08 23:00:00,556.6819,-553.5152
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 00:00:00,510.3361,-501.6617
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 01:00:00,466.2893,-462.5244
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 02:00:00,455.0926,-453.4355
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 03:00:00,453.258,-447.7149
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 04:00:00,446.5326,-440.9197
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 05:00:00,449.5798,-442.6927
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 06:00:00,420.8073,-419.5236
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 07:00:00,416.9164,-413.5567
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 08:00:00,405.4003,-402.8183
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 09:00:00,418.5319,-419.1054
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 10:00:00,442.441,-444.8533
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 11:00:00,459.5381,-458.9519
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 12:00:00,467.0786,-468.2984
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 13:00:00,452.9455,-451.8485
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 14:00:00,431.99,-426.486
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 15:00:00,435.4302,-432.0237
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 16:00:00,438.7571,-439.004
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 17:00:00,489.7797,-486.2301
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 18:00:00,551.456,-550.8969
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 19:00:00,631.6864,-625.6393
LTT,LT 500KV UHNP/SGTD,SE UHNP,SE SGTD,2022-01-09 20:00:00,624.1808,-622.6104
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-07 21:00:00,583.177,-583.0288
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-07 22:00:00,559.2073,-555.7607
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-07 23:00:00,518.0557,-518.7234
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 00:00:00,421.7858,-425.0844
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 01:00:00,480.7101,-482.6999
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 02:00:00,461.6782,-465.1474
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 03:00:00,456.2774,-463.5423
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 04:00:00,465.4855,-471.183
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 05:00:00,489.1445,-492.1449
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 06:00:00,460.6023,-465.8174
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 07:00:00,472.6843,-476.7755
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 08:00:00,529.3629,-534.497
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 09:00:00,568.7836,-570.8849
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 10:00:00,627.9609,-634.1064
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 11:00:00,638.0818,-638.3251
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 12:00:00,631.0837,-636.3913
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 13:00:00,624.9884,-625.5763
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 14:00:00,612.1,-615.3151
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 15:00:00,606.128,-608.0825
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 16:00:00,582.8055,-583.8195
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 17:00:00,576.6415,-577.7355
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 18:00:00,614.9393,-610.462
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 19:00:00,627.2702,-623.7821
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 20:00:00,624.0194,-624.8192
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 21:00:00,625.4003,-628.6248
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 22:00:00,582.6696,-587.0381
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-08 23:00:00,532.7642,-534.6612
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 00:00:00,461.0648,-466.1897
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 01:00:00,413.296,-421.0693
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 02:00:00,410.3134,-415.6382
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 03:00:00,360.8487,-366.4254
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 04:00:00,325.1179,-331.4427
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 05:00:00,319.0294,-325.0257
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 06:00:00,319.4695,-326.4474
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 07:00:00,363.6981,-368.5707
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 08:00:00,424.1737,-430.5958
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 09:00:00,496.2645,-498.7434
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 10:00:00,541.8267,-543.6462
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 11:00:00,579.0012,-580.7893
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 12:00:00,597.5841,-597.4611
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 13:00:00,580.5441,-581.8876
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 14:00:00,544.3561,-547.1794
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 15:00:00,529.9116,-529.2429
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 16:00:00,526.5861,-529.5055
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 17:00:00,585.1611,-585.1721
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 18:00:00,561.0027,-563.9819
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 19:00:00,615.5394,-614.6948
LTT,LT 500KV SGTD/BDPT C2,SE SGTD,SE BDPT,2022-01-09 20:00:00,647.5212,-641.7276
CANTE,LT 500KV ES/FD C1,SE ES,SE FD,2022-01-07 21:00:00,842.7395,-835.5148
CANTE,LT 500KV ES/FD C1,SE ES,SE FD,2022-01-07 22:00:00,852.189,-846.2269
CANTE,LT 500KV ES/FD C1,SE ES,SE FD,2022-01-07 23:00:00,834.619,-827.0948
CANTE,LT 500KV ES/FD C1,SE ES,SE FD,2022-01-08 00:00:00,712.9211,-713.8212
